InvoiceNo,StockCode,Country,Local_Currency,CustomerID,InvoiceDate,UnitPrice,Total_Quantity_Sold,Month,DayOfWeek,Competitor_Price
552039,22629,MEXICO,MXN,13081,2011-05-06 08:10:00,48.75,12,5,4,48.19348182728091
552039,22993,MEXICO,MXN,13081,2011-05-06 08:10:00,31.25,12,5,4,28.086563266206106
552039,23206,MEXICO,MXN,13081,2011-05-06 08:10:00,41.25,20,5,4,38.623862562562714
552039,47566,MEXICO,MXN,13081,2011-05-06 08:10:00,123.75,24,5,4,121.60628457214568
552039,71459,MEXICO,MXN,13081,2011-05-06 08:10:00,18.0,96,5,4,17.790358317376576
552039,85123A,MEXICO,MXN,13081,2011-05-06 08:10:00,63.74999999999999,64,5,4,66.20163332971838
552040,22423,ARGENTINA,ARS,12502,2011-05-06 08:19:00,11475.0,6,5,4,11429.932554510315
552041,85099B,MEXICO,MXN,14273,2011-05-06 08:25:00,52.0,10,5,4,51.40625435615551
552041,85099C,MEXICO,MXN,14273,2011-05-06 08:25:00,52.0,10,5,4,56.75865485032555
552042,84077,MEXICO,MXN,13952,2011-05-06 09:00:00,7.249999999999999,48,5,4,7.003205717809685
552042,84991,MEXICO,MXN,13952,2011-05-06 09:00:00,13.750000000000002,24,5,4,13.677953574285839
552044,21212,MEXICO,MXN,17423,2011-05-06 09:14:00,13.750000000000002,24,5,4,13.69280119297473
552044,71459,MEXICO,MXN,17423,2011-05-06 09:14:00,18.0,96,5,4,17.900570177982605
552044,84991,MEXICO,MXN,17423,2011-05-06 09:14:00,13.750000000000002,24,5,4,14.718698055017054
552045,21080,MEXICO,MXN,18241,2011-05-06 09:22:00,21.25,12,5,4,21.971702622533698
552045,21212,MEXICO,MXN,18241,2011-05-06 09:22:00,13.750000000000002,24,5,4,13.513966971043374
552045,21977,MEXICO,MXN,18241,2011-05-06 09:22:00,13.750000000000002,24,5,4,14.225323490261617
552045,22993,MEXICO,MXN,18241,2011-05-06 09:22:00,31.25,12,5,4,31.09206710515071
552045,84991,MEXICO,MXN,18241,2011-05-06 09:22:00,13.750000000000002,24,5,4,14.749188676828531
552045,85099B,MEXICO,MXN,18241,2011-05-06 09:22:00,52.0,10,5,4,47.28376294187266
552045,85123A,MEXICO,MXN,18241,2011-05-06 09:22:00,73.75,6,5,4,69.70517471052308
552046,47566,MEXICO,MXN,15235,2011-05-06 09:44:00,123.75,4,5,4,122.62894292822598
552051,21181,MEXICO,MXN,14796,2011-05-06 10:10:00,52.5,4,5,4,52.834082349444934
552051,21212,MEXICO,MXN,14796,2011-05-06 10:10:00,13.750000000000002,2,5,4,12.402070939147505
552051,21213,MEXICO,MXN,14796,2011-05-06 10:10:00,13.750000000000002,2,5,4,14.535605130666363
552051,21977,MEXICO,MXN,14796,2011-05-06 10:10:00,13.750000000000002,4,5,4,13.386165401639978
552051,22423,MEXICO,MXN,14796,2011-05-06 10:10:00,318.75,1,5,4,348.8150285643722
552051,22629,MEXICO,MXN,14796,2011-05-06 10:10:00,48.75,3,5,4,50.76861370688403
552051,84991,MEXICO,MXN,14796,2011-05-06 10:10:00,13.750000000000002,4,5,4,14.338471646052687
552053,20727,MEXICO,MXN,16153,2011-05-06 10:16:00,41.25,20,5,4,41.57827885883281
552054,21931,MEXICO,MXN,15062,2011-05-06 10:19:00,52.0,10,5,4,51.543026461464684
552054,23199,MEXICO,MXN,15062,2011-05-06 10:19:00,52.0,10,5,4,49.75796281491216
552054,23201,MEXICO,MXN,15062,2011-05-06 10:19:00,52.0,10,5,4,50.54188344174838
552054,85099B,MEXICO,MXN,15062,2011-05-06 10:19:00,52.0,10,5,4,54.00477763461071
552055,21212,MEXICO,MXN,16353,2011-05-06 10:32:00,13.750000000000002,24,5,4,13.40087848497966
552057,21080,MEXICO,MXN,17504,2011-05-06 10:34:00,21.25,12,5,4,22.79268881361396
552057,84946,MEXICO,MXN,17504,2011-05-06 10:34:00,31.25,24,5,4,31.893500332317203
552058,21181,MEXICO,MXN,15218,2011-05-06 10:36:00,52.5,12,5,4,55.01962430388628
552058,23199,MEXICO,MXN,15218,2011-05-06 10:36:00,52.0,20,5,4,54.56497427111135
552058,84755,MEXICO,MXN,15218,2011-05-06 10:36:00,16.25,16,5,4,15.823879144684515
552058,85099B,MEXICO,MXN,15218,2011-05-06 10:36:00,52.0,20,5,4,52.01671044676033
552058,85099C,MEXICO,MXN,15218,2011-05-06 10:36:00,52.0,20,5,4,54.382509696663824
552058,85123A,MEXICO,MXN,15218,2011-05-06 10:36:00,63.74999999999999,32,5,4,60.81995639147632
552059,20725,MEXICO,MXN,17470,2011-05-06 10:37:00,41.25,10,5,4,41.70137584947299
552059,20727,MEXICO,MXN,17470,2011-05-06 10:37:00,41.25,10,5,4,41.96633518656426
552059,22383,MEXICO,MXN,17470,2011-05-06 10:37:00,41.25,10,5,4,43.042646893631556
552060,84946,MEXICO,MXN,15668,2011-05-06 10:39:00,26.5,72,5,4,28.337487305265327
552061,21212,MEXICO,MXN,13001,2011-05-06 10:43:00,13.750000000000002,24,5,4,12.433388520428107
552061,21931,MEXICO,MXN,13001,2011-05-06 10:43:00,52.0,10,5,4,50.373505316568796
552061,21977,MEXICO,MXN,13001,2011-05-06 10:43:00,13.750000000000002,24,5,4,14.033414527821387
552061,22178,MEXICO,MXN,13001,2011-05-06 10:43:00,26.5,96,5,4,26.032902375235846
552061,22383,MEXICO,MXN,13001,2011-05-06 10:43:00,41.25,10,5,4,37.86011595909507
552061,22386,MEXICO,MXN,13001,2011-05-06 10:43:00,52.0,10,5,4,51.09716886333192
552061,22411,MEXICO,MXN,13001,2011-05-06 10:43:00,52.0,10,5,4,53.89420344950107
552061,47566,MEXICO,MXN,13001,2011-05-06 10:43:00,103.75000000000001,50,5,4,99.88527360470017
552061,84879,MEXICO,MXN,13001,2011-05-06 10:43:00,42.25,32,5,4,45.09082208097377
552061,85099B,MEXICO,MXN,13001,2011-05-06 10:43:00,52.0,10,5,4,54.689883979247
552061,85099C,MEXICO,MXN,13001,2011-05-06 10:43:00,52.0,10,5,4,53.5055362766225
552065,20725,MEXICO,MXN,16729,2011-05-06 11:20:00,41.25,4,5,4,44.440584472482804
552065,22382,MEXICO,MXN,16729,2011-05-06 11:20:00,41.25,3,5,4,41.48778881091679
552065,23206,MEXICO,MXN,16729,2011-05-06 11:20:00,41.25,3,5,4,45.75497901598702
552078,22383,MEXICO,MXN,16748,2011-05-06 11:26:00,41.25,10,5,4,43.1540269999549
552078,22386,MEXICO,MXN,16748,2011-05-06 11:26:00,52.0,20,5,4,51.17549043695125
552078,22411,MEXICO,MXN,16748,2011-05-06 11:26:00,52.0,10,5,4,52.54711472509691
552078,23199,MEXICO,MXN,16748,2011-05-06 11:26:00,52.0,10,5,4,52.37975460084783
552078,23201,MEXICO,MXN,16748,2011-05-06 11:26:00,52.0,10,5,4,50.60912885412905
552078,23206,MEXICO,MXN,16748,2011-05-06 11:26:00,41.25,10,5,4,40.640050145944585
552078,85099C,MEXICO,MXN,16748,2011-05-06 11:26:00,52.0,10,5,4,53.66011362251202
552108,20725,MEXICO,MXN,17841,2011-05-06 11:36:00,41.25,2,5,4,40.133417931931106
552108,20727,MEXICO,MXN,17841,2011-05-06 11:36:00,41.25,5,5,4,38.719355165958845
552108,21931,MEXICO,MXN,17841,2011-05-06 11:36:00,52.0,1,5,4,55.61941679618789
552108,22384,MEXICO,MXN,17841,2011-05-06 11:36:00,41.25,2,5,4,39.41767395485863
552108,23206,MEXICO,MXN,17841,2011-05-06 11:36:00,41.25,1,5,4,42.03084282125166
552108,47566,MEXICO,MXN,17841,2011-05-06 11:36:00,123.75,25,5,4,122.45790950644191
552121,21498,MEXICO,MXN,15757,2011-05-06 11:40:00,10.5,25,5,4,10.536068248123518
552121,84879,MEXICO,MXN,15757,2011-05-06 11:40:00,42.25,16,5,4,42.988122297560864
552121,84978,MEXICO,MXN,15757,2011-05-06 11:40:00,31.25,12,5,4,32.860185561265915
552127,22386,MEXICO,MXN,17174,2011-05-06 11:47:00,48.75,10,5,4,46.858040340464726
552127,84755,MEXICO,MXN,17174,2011-05-06 11:47:00,16.25,16,5,4,16.68186999115002
552127,85099B,MEXICO,MXN,17174,2011-05-06 11:47:00,48.75,10,5,4,48.51323774957963
552134,21181,MEXICO,MXN,14944,2011-05-06 11:50:00,52.5,24,5,4,51.623955340445356
552134,84991,MEXICO,MXN,14944,2011-05-06 11:50:00,13.750000000000002,24,5,4,12.70215027174898
552134,85123A,MEXICO,MXN,14944,2011-05-06 11:50:00,63.74999999999999,32,5,4,54.86882476330608
552139,84879,MEXICO,MXN,14659,2011-05-06 11:55:00,42.25,8,5,4,42.00800457415078
552149,20728,MEXICO,MXN,13365,2011-05-06 12:00:00,41.25,10,5,4,41.09759593128746
552149,21080,MEXICO,MXN,13365,2011-05-06 12:00:00,21.25,12,5,4,19.845802744199208
552149,22423,MEXICO,MXN,13365,2011-05-06 12:00:00,318.75,4,5,4,301.91090662216226
552149,22629,MEXICO,MXN,13365,2011-05-06 12:00:00,48.75,12,5,4,49.735502198175496
552149,84991,MEXICO,MXN,13365,2011-05-06 12:00:00,13.750000000000002,24,5,4,13.924083522612554
552166,85123A,MEXICO,MXN,13475,2011-05-06 12:21:00,73.75,6,5,4,78.08564575658217
552168,47566,MEXICO,MXN,13880,2011-05-06 12:28:00,123.75,4,5,4,118.57627340399394
552170,20724,MEXICO,MXN,16458,2011-05-06 12:53:00,21.25,10,5,4,20.708752484921483
552170,20725,MEXICO,MXN,16458,2011-05-06 12:53:00,41.25,10,5,4,40.563244092742345
552170,21931,MEXICO,MXN,16458,2011-05-06 12:53:00,52.0,10,5,4,52.93940576026957
552170,22383,MEXICO,MXN,16458,2011-05-06 12:53:00,41.25,10,5,4,44.36483107718911
552170,22386,MEXICO,MXN,16458,2011-05-06 12:53:00,52.0,10,5,4,49.75298075427044
552170,23199,MEXICO,MXN,16458,2011-05-06 12:53:00,52.0,10,5,4,50.544640088128915
552170,85099B,MEXICO,MXN,16458,2011-05-06 12:53:00,52.0,10,5,4,49.343662112547406
552176,20725,MEXICO,MXN,17516,2011-05-06 13:25:00,41.25,2,5,4,39.76329402234194
552176,20727,MEXICO,MXN,17516,2011-05-06 13:25:00,41.25,2,5,4,42.766069222831085
552176,21212,MEXICO,MXN,17516,2011-05-06 13:25:00,13.750000000000002,1,5,4,14.447567733699167
552176,21977,MEXICO,MXN,17516,2011-05-06 13:25:00,13.750000000000002,1,5,4,13.623611542978496
552176,22423,MEXICO,MXN,17516,2011-05-06 13:25:00,318.75,1,5,4,354.06785563194995
552176,84077,MEXICO,MXN,17516,2011-05-06 13:25:00,7.249999999999999,48,5,4,7.268421585819023
552176,84991,MEXICO,MXN,17516,2011-05-06 13:25:00,13.750000000000002,1,5,4,13.965237634712578
552179,21181,MEXICO,MXN,16919,2011-05-06 13:31:00,52.5,3,5,4,51.94701253882225
552179,84991,MEXICO,MXN,16919,2011-05-06 13:31:00,13.750000000000002,3,5,4,13.330721019912273
552180,20725,MEXICO,MXN,18235,2011-05-06 13:35:00,41.25,10,5,4,45.32653818017927
552180,22382,MEXICO,MXN,18235,2011-05-06 13:35:00,41.25,10,5,4,44.14525014864578
552180,22993,MEXICO,MXN,18235,2011-05-06 13:35:00,31.25,12,5,4,31.137624909887933
552180,23206,MEXICO,MXN,18235,2011-05-06 13:35:00,41.25,10,5,4,38.61071807616254
552180,84978,MEXICO,MXN,18235,2011-05-06 13:35:00,31.25,12,5,4,31.97866664213315
552183,21181,MEXICO,MXN,17604,2011-05-06 13:43:00,52.5,2,5,4,52.323970579412006
552184,22178,MEXICO,MXN,13741,2011-05-06 13:43:00,31.25,12,5,4,30.890925655182958
552185,20725,MEXICO,MXN,12921,2011-05-06 13:52:00,41.25,20,5,4,38.466745935226974
552185,20727,MEXICO,MXN,12921,2011-05-06 13:52:00,41.25,10,5,4,42.816951110779826
552185,20728,MEXICO,MXN,12921,2011-05-06 13:52:00,41.25,10,5,4,38.418464939561304
552185,21080,MEXICO,MXN,12921,2011-05-06 13:52:00,21.25,12,5,4,21.852914173602965
552185,84991,MEXICO,MXN,12921,2011-05-06 13:52:00,13.750000000000002,24,5,4,12.64916981044146
552186,21931,MEXICO,MXN,12921,2011-05-06 13:53:00,52.0,10,5,4,55.87393356180707
552186,22178,MEXICO,MXN,12921,2011-05-06 13:53:00,31.25,24,5,4,34.4290091114161
552186,84755,MEXICO,MXN,12921,2011-05-06 13:53:00,16.25,32,5,4,15.728252641056711
552186,84879,MEXICO,MXN,12921,2011-05-06 13:53:00,42.25,48,5,4,42.878327666352526
552186,84946,MEXICO,MXN,12921,2011-05-06 13:53:00,31.25,24,5,4,31.431792556584366
552186,84978,MEXICO,MXN,12921,2011-05-06 13:53:00,31.25,12,5,4,34.66742189838395
552188,22629,Otro_LATAM,USD,12394,2011-05-06 14:01:00,1.95,12,5,4,1.9784211314923021
552192,22423,MEXICO,MXN,15258,2011-05-06 14:16:00,318.75,3,5,4,324.5969893877939
552193,21212,MEXICO,MXN,15114,2011-05-06 14:22:00,13.750000000000002,24,5,4,14.162006060844911
552195,22423,MEXICO,MXN,13089,2011-05-06 14:25:00,273.75,14,5,4,246.68180186942072
552197,22492,MEXICO,MXN,13743,2011-05-06 14:32:00,16.25,72,5,4,14.392911577063389
552197,84077,MEXICO,MXN,13743,2011-05-06 14:32:00,7.249999999999999,96,5,4,7.35278867215026
552202,47566,Otro_LATAM,USD,12414,2011-05-06 14:51:00,4.95,8,5,4,5.263276536919949
552217,85123A,MEXICO,MXN,18170,2011-05-06 15:13:00,63.74999999999999,32,5,4,61.22484151292426
552231,22423,MEXICO,MXN,17364,2011-05-06 15:47:00,318.75,2,5,4,323.29853148376077
552231,84077,MEXICO,MXN,17364,2011-05-06 15:47:00,7.249999999999999,48,5,4,7.371236573476833
552233,20728,MEXICO,MXN,17068,2011-05-06 15:54:00,41.25,10,5,4,43.43932065811035
552235,22386,MEXICO,MXN,15194,2011-05-06 16:17:00,52.0,20,5,4,50.748278880177885
552235,22423,MEXICO,MXN,15194,2011-05-06 16:17:00,318.75,2,5,4,293.08306466919214
552235,84879,MEXICO,MXN,15194,2011-05-06 16:17:00,42.25,16,5,4,37.95690494662781
552236,21181,MEXICO,MXN,16525,2011-05-06 16:29:00,46.25,48,5,4,46.25351735286078
552239,20725,MEXICO,MXN,14056,2011-05-06 16:54:00,41.25,1,5,4,39.784522001691904
552239,23199,MEXICO,MXN,14056,2011-05-06 16:54:00,52.0,1,5,4,50.831320372506646
552239,23201,MEXICO,MXN,14056,2011-05-06 16:54:00,52.0,1,5,4,53.28916248686276
552239,23206,MEXICO,MXN,14056,2011-05-06 16:54:00,41.25,6,5,4,43.56710502095256
552239,85099B,MEXICO,MXN,14056,2011-05-06 16:54:00,52.0,1,5,4,50.45043623844415
552242,23201,MEXICO,MXN,12748,2011-05-06 19:22:00,52.0,1,5,4,53.675518378079445
552249,22411,MEXICO,MXN,12748,2011-05-06 19:53:00,52.0,2,5,4,50.92508607943931
552249,23199,MEXICO,MXN,12748,2011-05-06 19:53:00,52.0,1,5,4,51.5434994041072
552249,85099B,MEXICO,MXN,12748,2011-05-06 19:53:00,52.0,1,5,4,50.732453244144466
552252,21080,MEXICO,MXN,15227,2011-05-08 10:11:00,21.25,12,5,6,20.83992189711342
552252,84946,MEXICO,MXN,15227,2011-05-08 10:11:00,31.25,24,5,6,34.45970656342225
552253,22384,MEXICO,MXN,14201,2011-05-08 10:20:00,41.25,10,5,6,39.427240979873694
552253,47566,MEXICO,MXN,14201,2011-05-08 10:20:00,123.75,12,5,6,126.17639758052243
552253,84879,MEXICO,MXN,14201,2011-05-08 10:20:00,42.25,32,5,6,35.043859160392884
552255,21212,MEXICO,MXN,14005,2011-05-08 10:33:00,13.750000000000002,24,5,6,14.216248743575356
552255,21213,MEXICO,MXN,14005,2011-05-08 10:33:00,13.750000000000002,24,5,6,12.892996438567764
552255,21977,MEXICO,MXN,14005,2011-05-08 10:33:00,13.750000000000002,24,5,6,12.882977273407818
552255,22423,MEXICO,MXN,14005,2011-05-08 10:33:00,318.75,2,5,6,325.6925772085281
552256,22423,MEXICO,MXN,16621,2011-05-08 10:43:00,318.75,10,5,6,317.9568984812482
552256,84946,MEXICO,MXN,16621,2011-05-08 10:43:00,31.25,12,5,6,33.47079576100913
552256,84978,MEXICO,MXN,16621,2011-05-08 10:43:00,31.25,12,5,6,30.17690521902616
552257,20727,MEXICO,MXN,16923,2011-05-08 11:08:00,41.25,4,5,6,44.98504675358162
552257,20728,MEXICO,MXN,16923,2011-05-08 11:08:00,41.25,10,5,6,39.52201930527736
552257,22178,MEXICO,MXN,16923,2011-05-08 11:08:00,31.25,2,5,6,32.57751401442788
552257,22197,MEXICO,MXN,16923,2011-05-08 11:08:00,21.25,5,5,6,21.749180388353317
552257,22383,MEXICO,MXN,16923,2011-05-08 11:08:00,41.25,10,5,6,45.383678094285784
552257,23209,MEXICO,MXN,16923,2011-05-08 11:08:00,41.25,10,5,6,44.9974504577541
552257,84978,MEXICO,MXN,16923,2011-05-08 11:08:00,31.25,6,5,6,28.727894803421925
552259,20724,MEXICO,MXN,15796,2011-05-08 11:13:00,21.25,3,5,6,19.929818335878657
552259,22384,MEXICO,MXN,15796,2011-05-08 11:13:00,41.25,4,5,6,41.8678019180857
552259,22423,MEXICO,MXN,15796,2011-05-08 11:13:00,318.75,2,5,6,326.17839005122596
552259,23209,MEXICO,MXN,15796,2011-05-08 11:13:00,41.25,4,5,6,43.964574829406196
552260,23199,MEXICO,MXN,17002,2011-05-08 11:21:00,52.0,10,5,6,51.65022090779102
552260,84978,MEXICO,MXN,17002,2011-05-08 11:21:00,26.5,36,5,6,28.094875839634177
552261,21790,MEXICO,MXN,16807,2011-05-08 11:34:00,21.25,12,5,6,21.227934306762396
552261,22197,MEXICO,MXN,16807,2011-05-08 11:34:00,21.25,24,5,6,19.816645227318187
552261,23199,MEXICO,MXN,16807,2011-05-08 11:34:00,48.75,10,5,6,51.28088100687971
552261,23201,MEXICO,MXN,16807,2011-05-08 11:34:00,48.75,10,5,6,48.72299014221205
552261,23203,MEXICO,MXN,16807,2011-05-08 11:34:00,52.0,10,5,6,49.858076640571916
552261,23209,MEXICO,MXN,16807,2011-05-08 11:34:00,41.25,10,5,6,37.327429586275876
552262,23206,PERU,PEN,14911,2011-05-08 11:37:00,6.6,10,5,6,6.639055543079241
552262,85123A,PERU,PEN,14911,2011-05-08 11:37:00,11.8,6,5,6,11.36437675046809
552263,23209,MEXICO,MXN,15561,2011-05-08 11:38:00,41.25,10,5,6,41.243503365003846
552264,84755,MEXICO,MXN,14959,2011-05-08 11:38:00,16.25,16,5,6,15.27539138110079
552264,84879,MEXICO,MXN,14959,2011-05-08 11:38:00,42.25,32,5,6,45.12749787393123
552264,84978,MEXICO,MXN,14959,2011-05-08 11:38:00,31.25,12,5,6,28.514379850897363
552265,22423,MEXICO,MXN,14161,2011-05-08 11:41:00,318.75,2,5,6,309.97438319304297
552265,23199,MEXICO,MXN,14161,2011-05-08 11:41:00,52.0,4,5,6,52.1617992675248
552265,23202,MEXICO,MXN,14161,2011-05-08 11:41:00,52.0,4,5,6,52.7667492570697
552265,23206,MEXICO,MXN,14161,2011-05-08 11:41:00,41.25,2,5,6,37.99125833364036
552265,84879,MEXICO,MXN,14161,2011-05-08 11:41:00,42.25,8,5,6,42.615833432645324
552265,85123A,MEXICO,MXN,14161,2011-05-08 11:41:00,73.75,6,5,6,69.69499092709269
552266,21080,MEXICO,MXN,13975,2011-05-08 11:41:00,21.25,12,5,6,21.0397772944901
552266,22993,MEXICO,MXN,13975,2011-05-08 11:41:00,31.25,24,5,6,33.6421812329717
552266,23209,MEXICO,MXN,13975,2011-05-08 11:41:00,41.25,10,5,6,44.67738941582889
552266,47566,MEXICO,MXN,13975,2011-05-08 11:41:00,123.75,8,5,6,117.82659919945486
552268,21931,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,50.195902931925446
552268,21977,MEXICO,MXN,14709,2011-05-08 11:49:00,13.750000000000002,24,5,6,12.597085004247445
552268,22386,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,52.17863199996755
552268,23201,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,53.786418166945886
552268,23202,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,53.41229787597021
552268,23203,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,52.132607206310176
552268,84077,MEXICO,MXN,14709,2011-05-08 11:49:00,7.249999999999999,48,5,6,7.617955865744209
552268,85099B,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,55.47239861838844
552268,85099C,MEXICO,MXN,14709,2011-05-08 11:49:00,52.0,20,5,6,53.03502775562744
552269,22386,MEXICO,MXN,16121,2011-05-08 11:52:00,52.0,2,5,6,52.171437755794656
552269,22993,MEXICO,MXN,16121,2011-05-08 11:52:00,31.25,4,5,6,29.979805633636765
552269,23203,MEXICO,MXN,16121,2011-05-08 11:52:00,52.0,3,5,6,54.211308974238676
552269,23206,MEXICO,MXN,16121,2011-05-08 11:52:00,41.25,1,5,6,41.46265559860177
552269,84879,MEXICO,MXN,16121,2011-05-08 11:52:00,42.25,3,5,6,43.60674061216749
552269,84978,MEXICO,MXN,16121,2011-05-08 11:52:00,31.25,4,5,6,30.102501470917822
552269,85099B,MEXICO,MXN,16121,2011-05-08 11:52:00,52.0,4,5,6,50.81357528615488
552269,85123A,MEXICO,MXN,16121,2011-05-08 11:52:00,73.75,6,5,6,75.36704113683906
552270,22423,MEXICO,MXN,16928,2011-05-08 11:56:00,318.75,1,5,6,312.4542773132027
552271,47566,MEXICO,MXN,13069,2011-05-08 12:00:00,123.75,2,5,6,120.21072940535433
552271,84879,MEXICO,MXN,13069,2011-05-08 12:00:00,42.25,1,5,6,43.53489173585442
552272,47566,MEXICO,MXN,13694,2011-05-08 12:13:00,103.75000000000001,150,5,6,105.05916035029095
552272,71459,MEXICO,MXN,13694,2011-05-08 12:13:00,18.0,192,5,6,18.05034970041449
552272,84755,MEXICO,MXN,13694,2011-05-08 12:13:00,13.750000000000002,144,5,6,14.762571153913989
552272,84978,MEXICO,MXN,13694,2011-05-08 12:13:00,26.5,144,5,6,25.477378947655644
552273,20725,MEXICO,MXN,13021,2011-05-08 12:26:00,41.25,10,5,6,43.14600827260461
552273,21181,MEXICO,MXN,13021,2011-05-08 12:26:00,52.5,12,5,6,50.353498462379505
552273,22492,MEXICO,MXN,13021,2011-05-08 12:26:00,16.25,36,5,6,17.43247864581843
552273,85099B,MEXICO,MXN,13021,2011-05-08 12:26:00,52.0,10,5,6,59.38747327878973
552274,22411,MEXICO,MXN,16523,2011-05-08 12:30:00,52.0,20,5,6,55.48504978564528
552274,23202,MEXICO,MXN,16523,2011-05-08 12:30:00,52.0,20,5,6,53.67038908335812
552274,23203,MEXICO,MXN,16523,2011-05-08 12:30:00,52.0,10,5,6,53.43685371722249
552274,85099B,MEXICO,MXN,16523,2011-05-08 12:30:00,52.0,20,5,6,49.54962147749757
552274,85099C,MEXICO,MXN,16523,2011-05-08 12:30:00,52.0,20,5,6,53.41483863180709
552276,22492,MEXICO,MXN,18142,2011-05-08 12:31:00,16.25,72,5,6,15.266191755866453
552277,20727,MEXICO,MXN,13642,2011-05-08 12:34:00,41.25,1,5,6,42.59847720150282
552277,22384,MEXICO,MXN,13642,2011-05-08 12:34:00,41.25,1,5,6,42.558893355885296
552277,84978,MEXICO,MXN,13642,2011-05-08 12:34:00,31.25,6,5,6,30.655553190437747
552278,21181,MEXICO,MXN,15059,2011-05-08 12:36:00,52.5,3,5,6,52.80617868515621
552278,22178,MEXICO,MXN,15059,2011-05-08 12:36:00,31.25,12,5,6,28.908489945053667
552278,22993,MEXICO,MXN,15059,2011-05-08 12:36:00,31.25,1,5,6,34.312523553205054
552279,20725,MEXICO,MXN,15117,2011-05-08 12:38:00,41.25,10,5,6,38.32450793681751
552279,23202,MEXICO,MXN,15117,2011-05-08 12:38:00,52.0,10,5,6,51.44883765847331
552279,23203,MEXICO,MXN,15117,2011-05-08 12:38:00,52.0,10,5,6,46.82494576495401
552279,23209,MEXICO,MXN,15117,2011-05-08 12:38:00,41.25,10,5,6,38.681606723769924
552279,85099B,MEXICO,MXN,15117,2011-05-08 12:38:00,52.0,10,5,6,54.7417196943652
552280,22384,MEXICO,MXN,13561,2011-05-08 12:39:00,41.25,1,5,6,38.13668841801496
552280,22411,MEXICO,MXN,13561,2011-05-08 12:39:00,52.0,1,5,6,51.22464759365009
552280,85123A,MEXICO,MXN,13561,2011-05-08 12:39:00,63.74999999999999,32,5,6,63.16226482357254
552281,47566,MEXICO,MXN,15704,2011-05-08 12:42:00,123.75,12,5,6,119.02236906966132
552281,84879,MEXICO,MXN,15704,2011-05-08 12:42:00,42.25,24,5,6,42.531670304182036
552281,85123A,MEXICO,MXN,15704,2011-05-08 12:42:00,73.75,18,5,6,75.69553433058678
552282,22178,MEXICO,MXN,14040,2011-05-08 12:44:00,31.25,6,5,6,34.02935926635573
552282,22197,MEXICO,MXN,14040,2011-05-08 12:44:00,21.25,20,5,6,21.542862916524186
552282,22993,MEXICO,MXN,14040,2011-05-08 12:44:00,31.25,6,5,6,29.454574435519984
552282,23209,MEXICO,MXN,14040,2011-05-08 12:44:00,41.25,1,5,6,39.72769458728933
552284,84879,MEXICO,MXN,18149,2011-05-08 12:48:00,42.25,80,5,6,41.06873950153044
552285,20725,MEXICO,MXN,14684,2011-05-08 12:58:00,41.25,1,5,6,40.486244892187635
552285,20727,MEXICO,MXN,14684,2011-05-08 12:58:00,41.25,2,5,6,43.65381007732173
552285,21212,MEXICO,MXN,14684,2011-05-08 12:58:00,13.750000000000002,1,5,6,13.261487222296378
552285,21213,MEXICO,MXN,14684,2011-05-08 12:58:00,13.750000000000002,1,5,6,13.064808262496026
552285,21977,MEXICO,MXN,14684,2011-05-08 12:58:00,13.750000000000002,2,5,6,13.422344149291813
552285,22383,MEXICO,MXN,14684,2011-05-08 12:58:00,41.25,2,5,6,42.52051208177225
552285,84991,MEXICO,MXN,14684,2011-05-08 12:58:00,13.750000000000002,1,5,6,12.873437502734882
552285,85123A,MEXICO,MXN,14684,2011-05-08 12:58:00,73.75,6,5,6,70.10112172792297
552286,20728,MEXICO,MXN,16393,2011-05-08 13:07:00,41.25,3,5,6,39.27435609025004
552286,22383,MEXICO,MXN,16393,2011-05-08 13:07:00,41.25,4,5,6,40.55318169674008
552286,22384,MEXICO,MXN,16393,2011-05-08 13:07:00,41.25,1,5,6,44.06317122150647
552286,22411,MEXICO,MXN,16393,2011-05-08 13:07:00,52.0,5,5,6,48.68613356225514
552286,22629,MEXICO,MXN,16393,2011-05-08 13:07:00,48.75,2,5,6,45.286912660379365
552286,22993,MEXICO,MXN,16393,2011-05-08 13:07:00,31.25,12,5,6,31.656447664924812
552286,23199,MEXICO,MXN,16393,2011-05-08 13:07:00,52.0,10,5,6,55.0525713364144
552286,23202,MEXICO,MXN,16393,2011-05-08 13:07:00,52.0,10,5,6,49.17887760929365
552286,23203,MEXICO,MXN,16393,2011-05-08 13:07:00,52.0,14,5,6,56.79370492646777
552286,23209,MEXICO,MXN,16393,2011-05-08 13:07:00,41.25,10,5,6,39.441830426874674
552286,85099B,MEXICO,MXN,16393,2011-05-08 13:07:00,52.0,5,5,6,55.39884133263917
552287,21498,MEXICO,MXN,17705,2011-05-08 13:19:00,10.5,25,5,6,10.386317521853144
552287,22383,MEXICO,MXN,17705,2011-05-08 13:19:00,41.25,10,5,6,45.38143317207995
552287,23206,MEXICO,MXN,17705,2011-05-08 13:19:00,41.25,10,5,6,41.36898553905216
